hour,day_of_week,vehicle_count,weather,is_holiday,temperature,density_pct,congestion
8,1,314,0,0,35.4,61.9,1
6,6,86,0,0,34.4,18.2,0
0,5,39,0,0,35.3,10.3,0
11,5,97,0,0,34.9,18.4,0
3,2,27,3,0,23.3,4.8,0
13,2,167,0,0,30.1,30.1,0
12,4,197,0,0,26.7,35.8,0
21,5,163,1,0,21.9,34.7,0
21,2,138,0,0,20.5,31.7,0
9,5,190,0,0,23.9,37.9,0
13,5,164,0,0,36.1,35.5,0
12,4,216,0,0,22.2,44.3,0
20,2,161,0,0,22.3,30.3,0
21,0,68,0,0,30.4,14.7,0
21,2,122,0,0,18.5,29.0,0
19,6,288,0,0,35.7,57.5,1
22,5,31,0,0,21.0,10.3,0
13,1,108,3,0,28.4,13.7,0
7,6,297,0,0,27.3,61.6,1
19,2,472,2,0,30.3,94.7,2
13,6,152,0,0,21.2,29.7,0
8,6,292,0,0,33.3,58.7,1
20,1,120,0,0,23.7,18.0,0
10,4,82,0,0,25.7,15.7,0
2,3,19,0,0,26.3,4.9,0
12,6,170,0,0,35.1,37.9,0
15,0,171,0,0,25.8,32.6,0
23,5,87,0,0,22.4,15.5,0
13,3,51,0,1,31.6,8.7,0
14,1,175,0,0,36.1,37.7,0
2,5,19,2,0,21.6,4.8,0
10,1,127,0,0,35.6,23.8,0
8,6,240,0,0,28.8,49.4,1
20,0,105,0,0,33.1,21.3,0
0,4,29,0,0,31.4,8.7,0
14,5,58,0,0,30.1,9.9,0
9,0,360,2,0,29.5,71.0,2
22,1,75,0,0,30.5,13.8,0
21,4,80,1,0,29.3,11.6,0
17,3,209,0,0,31.0,42.7,0
15,0,156,0,0,35.8,32.0,0
13,1,290,3,0,23.4,58.0,1
14,3,97,0,0,24.4,18.7,0
8,3,298,0,0,30.2,55.4,1
0,3,17,0,0,22.2,2.1,0
8,4,233,0,0,18.2,45.6,1
7,5,282,0,0,22.8,54.4,1
14,6,36,0,1,26.1,6.9,0
21,4,191,0,0,24.9,39.4,0
11,5,84,0,0,22.6,21.7,0
3,5,22,1,0,21.7,4.8,0
8,5,241,1,0,29.9,49.0,1
9,1,229,0,0,32.2,45.6,1
1,0,59,0,0,20.5,6.0,0
3,6,0,0,1,27.6,0.0,0
1,2,36,0,0,34.4,7.4,0
2,4,35,0,0,21.0,14.4,0
2,1,84,1,0,30.1,16.2,0
7,6,303,0,0,26.9,61.5,1
9,4,388,0,0,32.8,77.5,2
20,1,175,0,0,22.8,31.5,0
5,0,0,0,0,27.4,3.4,0
9,5,260,2,0,19.4,54.0,1
20,4,220,2,0,26.5,46.4,1
20,1,118,1,0,19.4,20.9,0
19,5,323,2,0,26.8,68.3,1
22,3,88,0,0,27.9,13.4,0
1,3,30,0,0,18.5,7.8,0
18,0,201,0,0,23.4,46.8,1
15,4,245,2,0,21.6,46.0,1
20,6,114,0,0,25.0,21.5,0
21,0,128,0,0,31.9,25.9,0
17,0,402,0,0,24.5,78.9,2
16,6,117,0,0,28.9,19.5,0
6,4,74,1,0,30.5,15.0,0
8,4,311,0,0,35.6,59.0,1
0,5,12,0,0,21.2,3.7,0
17,3,464,3,0,36.3,90.0,2
20,6,125,2,0,23.8,29.1,0
15,3,168,0,0,25.7,31.3,0
2,2,72,2,0,24.8,13.4,0
8,6,162,1,1,34.7,34.5,0
4,3,38,0,0,29.0,3.9,0
14,2,216,3,0,22.8,43.9,0
13,0,151,0,0,36.3,34.1,0
21,6,64,3,0,27.9,8.8,0
16,4,88,0,0,34.9,18.2,0
14,0,73,0,0,31.1,15.4,0
15,6,60,0,0,31.9,14.0,0
21,6,233,3,0,30.5,43.6,0
1,4,0,0,0,36.4,0.0,0
13,0,118,1,0,20.0,25.2,0
0,0,16,0,0,25.2,4.1,0
7,4,229,0,0,21.6,46.6,1
19,6,287,0,0,28.0,58.3,1
7,3,317,0,0,31.3,61.4,1
21,4,199,0,0,24.9,40.5,0
20,3,158,0,0,24.0,32.5,0
3,1,42,0,0,23.9,6.3,0
0,6,22,0,0,29.3,9.2,0
19,5,277,2,0,23.7,56.8,1
11,1,105,0,0,31.6,17.4,0
3,5,34,0,0,26.8,8.5,0
23,1,86,0,0,32.9,14.3,0
4,6,12,3,0,28.6,4.6,0
8,6,353,3,0,23.9,73.7,2
14,0,241,3,0,35.2,45.7,1
11,0,169,0,0,28.7,36.7,0
21,5,111,0,0,34.4,23.3,0
21,1,152,0,0,36.9,32.9,0
7,5,311,1,0,36.2,67.1,1
3,1,0,0,1,37.9,0.0,0
7,4,404,0,0,31.4,78.5,2
13,4,86,0,0,26.3,14.5,0
19,3,263,0,0,31.8,50.2,1
14,1,191,0,0,31.7,38.0,0
1,3,28,3,0,37.0,6.6,0
21,1,130,0,0,18.4,26.8,0
4,6,25,0,0,33.3,7.2,0
6,6,39,0,0,21.0,8.0,0
4,1,0,1,0,20.2,4.4,0
0,2,7,0,0,24.5,0.6,0
1,1,38,0,0,32.9,15.8,0
11,4,74,0,0,22.4,16.7,0
9,3,309,0,0,38.0,59.2,1
21,0,84,2,0,19.5,13.6,0
19,1,340,0,0,30.7,69.4,1
12,4,62,0,0,30.1,11.7,0
20,5,142,0,0,35.3,30.3,0
7,3,224,0,0,26.3,46.2,1
13,2,155,0,0,21.1,30.8,0
2,6,9,0,0,32.9,0.0,0
17,0,237,0,0,24.6,42.9,0
11,6,67,1,0,35.4,12.3,0
19,2,378,0,0,22.3,78.2,2
7,6,433,1,0,25.4,85.0,2
18,1,485,1,0,37.5,93.3,2
21,5,84,0,0,31.2,17.3,0
5,2,0,0,0,24.8,1.2,0
4,4,0,0,0,32.8,0.0,0
23,4,143,0,0,24.8,29.1,0
23,2,52,0,0,19.7,10.6,0
5,6,41,0,0,23.4,5.4,0
15,4,81,0,0,33.1,17.3,0
13,0,110,0,0,27.7,23.7,0
7,3,242,0,0,22.1,51.6,1
8,2,232,0,0,32.9,49.6,1
12,4,124,0,0,34.7,20.7,0
12,6,58,0,0,27.2,9.3,0
18,3,302,1,0,26.4,61.9,1
0,2,55,2,0,27.2,12.5,0
2,3,18,0,0,29.8,5.1,0
12,6,65,0,0,24.7,22.9,0
16,5,119,0,0,36.1,25.4,0
23,6,90,0,0,20.1,21.1,0
5,4,83,1,0,19.5,19.5,0
15,3,272,1,0,27.0,56.4,1
19,2,227,0,0,21.0,44.5,0
14,5,138,0,0,19.1,29.7,0
9,3,204,0,0,34.6,38.5,0
19,4,371,0,0,29.1,73.5,2
14,6,141,0,0,30.1,27.1,0
1,3,39,2,0,24.9,8.0,0
16,5,148,0,0,26.8,35.6,0
16,4,155,0,0,23.7,25.4,0
21,4,120,0,0,24.7,26.1,0
17,5,291,0,0,35.0,54.2,1
10,0,138,0,0,25.0,26.2,0
19,5,231,0,0,25.5,49.0,1
21,5,190,1,0,31.7,38.2,0
20,5,75,0,0,25.3,12.4,0
10,6,56,0,0,20.8,9.6,0
3,4,3,1,0,35.7,2.6,0
19,1,396,0,0,21.6,77.0,2
5,5,19,0,0,31.5,4.4,0
19,2,338,1,0,22.7,67.7,1
15,6,145,0,0,29.4,27.4,0
9,6,228,0,0,37.3,51.2,1
4,6,17,0,0,35.5,5.2,0
22,6,74,0,0,19.7,9.8,0
14,4,114,0,0,36.9,23.4,0
11,0,133,0,0,25.5,24.6,0
11,1,53,2,1,34.8,13.2,0
4,0,20,1,0,31.9,1.6,0
14,4,50,0,1,23.1,9.7,0
23,4,114,0,0,23.8,24.3,0
1,1,20,1,0,27.1,6.6,0
19,4,92,0,1,22.8,14.8,0
13,0,84,0,0,26.3,15.8,0
11,0,194,0,0,33.7,37.4,0
0,3,19,0,0,25.7,1.8,0
23,0,93,0,0,22.8,23.9,0
23,6,87,0,0,28.9,18.5,0
22,3,199,1,0,19.3,36.0,0
9,1,123,0,1,18.8,27.4,0
12,6,81,0,0,33.1,21.8,0
11,6,85,2,0,24.6,19.6,0
13,3,127,2,0,25.7,20.8,0
22,3,99,1,0,23.3,18.3,0
2,3,12,1,0,28.9,6.2,0
2,2,17,0,0,30.1,1.3,0
22,3,159,0,0,35.4,33.1,0
13,2,201,1,0,19.1,42.5,0
16,6,122,0,0,18.6,22.1,0
4,0,18,0,0,25.2,3.4,0
19,1,458,2,0,25.4,81.9,2
18,1,250,0,0,31.0,46.9,1
0,5,2,0,0,36.3,0.0,0
8,5,407,3,0,23.7,78.3,2
3,1,13,0,0,36.0,7.5,0
21,6,173,0,0,32.2,31.0,0
9,2,462,1,0,36.5,91.1,2
11,4,176,3,0,33.8,35.6,0
0,2,23,0,0,34.1,8.9,0
19,0,335,0,0,32.3,62.7,1
13,6,97,0,0,20.5,22.5,0
14,3,211,0,0,35.6,42.2,0
18,1,201,0,0,28.1,37.3,0
16,1,109,0,0,36.7,23.2,0
16,2,188,0,0,30.7,38.2,0
4,5,22,0,0,28.1,3.1,0
18,1,302,0,0,36.0,60.6,1
1,6,55,0,0,37.0,10.0,0
8,5,185,0,0,30.4,37.3,0
20,4,228,3,0,27.7,47.6,1
14,0,161,0,0,26.3,37.0,0
10,4,170,2,0,24.4,30.3,0
4,6,13,0,0,24.4,8.2,0
8,3,317,0,0,23.8,57.5,1
13,1,236,2,0,34.3,46.7,1
6,6,172,3,0,27.3,36.0,0
0,0,30,0,0,37.3,6.8,0
11,0,168,0,0,35.6,31.7,0
17,0,389,0,0,35.6,77.2,2
12,2,71,0,1,29.2,12.7,0
9,0,378,0,0,29.0,73.8,2
3,1,36,0,0,33.9,9.7,0
11,6,35,0,0,26.0,8.1,0
1,1,29,1,0,28.4,3.7,0
16,1,143,0,0,21.3,31.3,0
10,4,136,0,0,32.2,28.1,0
0,2,39,0,0,26.3,10.2,0
0,4,90,3,0,33.7,19.9,0
18,1,380,0,0,21.4,73.5,2
12,1,70,0,0,29.5,12.3,0
0,3,38,0,0,31.8,9.8,0
19,3,318,1,0,19.2,65.4,1
6,4,121,0,0,28.5,24.1,0
14,4,136,0,0,33.4,27.6,0
15,1,124,0,0,24.0,28.6,0
22,1,190,0,0,27.6,36.2,0
9,0,303,0,0,35.9,62.2,1
4,2,12,3,1,19.6,1.8,0
23,3,247,1,0,23.4,48.7,1
4,0,55,0,0,22.8,14.3,0
7,5,260,0,0,24.6,54.1,1
21,6,119,3,0,37.6,26.0,0
20,3,130,0,0,37.3,29.9,0
20,0,168,0,0,29.5,33.7,0
5,3,36,0,0,36.4,9.2,0
5,5,0,2,0,35.5,0.0,0
18,4,560,3,0,23.7,100.0,2
16,3,111,0,0,28.1,21.8,0
3,2,0,0,0,23.1,0.3,0
23,2,113,0,0,33.1,24.4,0
20,3,65,0,0,19.7,10.5,0
4,3,23,0,0,23.2,10.9,0
8,2,480,1,0,18.2,93.0,2
22,1,165,0,0,24.1,29.4,0
22,6,108,0,0,36.3,24.7,0
19,1,409,0,0,21.1,84.2,2
11,3,121,2,0,33.1,26.1,0
21,6,206,1,0,28.5,42.9,0
2,4,31,1,0,36.1,6.2,0
17,1,441,2,0,26.8,85.5,2
22,4,85,2,0,26.9,17.2,0
4,4,42,0,0,29.2,6.4,0
23,0,241,1,0,32.9,51.1,1
1,3,14,0,0,37.9,2.4,0
1,2,65,1,0,33.3,10.5,0
11,3,98,2,0,25.5,18.6,0
4,5,32,0,0,37.9,7.5,0
4,5,28,1,0,33.1,4.2,0
21,5,103,0,0,34.5,18.6,0
11,1,75,2,0,32.5,15.7,0
21,3,126,2,0,35.8,25.9,0
2,0,0,0,0,31.4,0.0,0
23,0,52,0,0,22.3,9.0,0
16,2,254,2,0,29.5,51.5,1
21,6,150,0,0,20.9,26.4,0
13,2,114,0,0,29.8,18.6,0
21,3,160,0,0,24.9,29.8,0
10,5,167,0,0,25.5,33.0,0
7,6,309,2,0,20.9,62.6,1
17,3,258,0,0,20.7,56.0,1
6,2,101,2,0,34.9,22.8,0
23,6,37,0,0,31.5,7.1,0
6,6,183,1,0,29.2,36.6,0
10,2,90,0,0,36.7,15.0,0
7,5,289,0,0,36.3,57.9,1
9,3,304,0,0,24.2,59.9,1
15,3,189,3,0,27.4,38.8,0
11,2,68,0,0,22.4,11.1,0
8,4,231,0,0,26.4,47.8,1
10,1,172,1,0,28.0,39.0,0
15,5,110,0,0,21.4,21.8,0
4,5,20,0,0,35.8,5.1,0
16,0,42,0,0,34.4,10.5,0
13,1,45,0,0,32.1,7.8,0
16,3,184,0,0,31.3,37.5,0
0,0,43,0,0,18.3,8.6,0
17,2,113,1,1,31.5,22.9,0
3,4,19,0,0,28.5,1.5,0
12,0,106,0,0,29.3,21.3,0
21,6,36,0,0,35.2,8.6,0
12,3,78,0,0,30.7,20.0,0
15,6,92,1,0,29.3,21.0,0
1,1,33,2,0,35.8,13.1,0
1,0,24,0,0,28.9,2.5,0
5,6,65,3,0,29.7,15.3,0
2,2,38,0,0,34.7,8.2,0
10,3,82,0,0,37.8,23.0,0
23,2,155,0,0,34.8,28.6,0
19,4,357,1,0,18.6,68.9,1
15,1,242,2,0,26.6,46.6,1
2,6,2,1,0,32.3,0.0,0
4,3,23,0,0,32.8,3.0,0
3,0,0,0,1,25.2,0.0,0
4,0,12,0,0,29.1,2.9,0
0,0,24,0,0,30.0,5.8,0
0,2,40,1,0,32.5,13.6,0
18,4,274,0,0,20.8,57.7,1
15,1,157,0,0,26.4,29.7,0
11,2,139,1,0,27.9,25.1,0
3,1,50,2,0,24.6,11.5,0
10,3,108,1,0,35.2,17.6,0
10,4,151,0,0,24.3,35.7,0
9,5,222,0,0,29.5,47.5,1
12,2,186,0,0,20.3,35.8,0
18,4,510,1,0,18.5,96.9,2
22,1,165,0,0,31.9,37.1,0
4,5,26,0,0,21.1,5.0,0
2,3,38,0,0,26.0,11.3,0
17,0,355,0,0,35.9,66.2,1
20,0,111,0,0,31.3,20.4,0
1,4,49,0,0,26.0,9.8,0
13,0,87,0,1,28.2,17.5,0
18,5,351,0,0,25.8,69.2,1
22,4,193,3,0,27.7,40.5,0
2,0,36,1,0,25.0,4.0,0
6,4,165,0,0,26.8,32.6,0
2,2,0,1,1,18.5,0.4,0
21,6,132,3,0,22.9,27.8,0
5,2,57,3,0,22.6,13.5,0
5,1,31,0,0,18.6,2.8,0
14,4,105,0,0,22.3,16.4,0
18,0,259,0,0,25.3,55.6,1
3,2,38,0,0,37.3,8.6,0
12,4,186,0,0,25.0,35.0,0
5,6,28,1,0,36.4,9.6,0
21,1,134,0,0,20.3,27.1,0
16,3,108,0,0,25.7,25.1,0
20,4,182,0,0,38.0,36.6,0
15,2,65,0,0,27.0,19.2,0
0,3,52,1,0,37.3,15.7,0
13,5,88,1,0,26.9,17.1,0
18,0,271,0,0,18.7,57.1,1
9,1,341,0,0,33.5,70.1,2
16,0,157,0,0,28.9,35.5,0
1,6,0,0,0,37.8,0.0,0
9,6,195,0,0,25.0,40.9,0
3,6,39,0,0,32.8,10.5,0
22,4,95,0,0,20.8,13.7,0
1,4,18,0,0,28.8,0.1,0
9,4,433,2,0,37.7,80.5,2
4,6,31,2,0,37.8,5.6,0
22,6,100,0,0,24.4,21.9,0
15,1,149,0,0,26.3,34.3,0
20,6,105,0,0,28.3,21.2,0
14,3,82,0,0,33.5,21.3,0
20,5,147,2,0,33.9,26.1,0
13,6,128,0,0,34.6,21.3,0
18,1,357,0,0,24.9,71.2,2
1,0,21,1,0,18.3,5.4,0
14,0,82,0,0,37.9,16.3,0
5,6,0,0,0,31.1,0.0,0
11,5,103,0,0,25.9,20.5,0
13,5,48,0,0,22.3,6.4,0
18,1,274,0,0,18.2,56.8,1
13,5,52,0,0,25.7,11.5,0
10,2,73,0,0,33.5,11.8,0
2,4,15,0,0,21.3,1.5,0
20,5,76,0,0,31.7,12.6,0
3,1,27,0,0,25.7,5.2,0
4,1,56,0,0,29.1,14.1,0
9,6,229,0,0,34.9,43.4,0
16,4,76,1,0,23.9,16.7,0
15,3,165,0,0,29.9,31.4,0
11,2,185,2,0,29.4,34.6,0
21,1,98,3,0,33.4,19.3,0
2,0,55,0,0,19.2,7.9,0
16,2,137,0,0,26.3,25.7,0
20,4,82,0,0,19.7,12.8,0
6,6,55,0,0,29.7,16.1,0
22,3,100,1,0,19.2,20.1,0
3,3,33,0,0,31.3,4.5,0
3,0,41,1,0,21.3,8.8,0
16,6,89,0,0,25.4,17.6,0
0,2,61,0,0,19.3,11.5,0
20,0,185,0,0,19.1,38.8,0
11,1,73,0,0,29.5,16.9,0
23,4,38,2,1,18.2,6.0,0
11,3,74,0,0,37.2,13.1,0
22,5,108,0,0,23.0,21.1,0
2,4,5,0,0,36.0,0.0,0
16,0,121,0,0,27.3,19.7,0
10,0,193,0,0,22.0,42.7,0
23,4,114,0,0,37.4,27.7,0
7,1,135,0,1,22.7,26.3,0
22,0,114,0,0,31.1,24.5,0
6,4,83,0,0,37.2,17.5,0
2,0,55,2,0,28.4,20.2,0
14,5,113,0,0,20.7,25.7,0
18,4,270,0,0,20.6,53.6,1
10,6,179,1,0,24.5,33.4,0
7,0,216,0,0,33.4,38.4,0
3,1,15,0,0,20.4,3.6,0
14,2,170,2,0,19.8,31.7,0
1,1,17,0,0,19.8,0.0,0
12,4,18,0,1,34.4,1.7,0
12,6,173,1,0,23.0,32.0,0
4,0,0,1,1,37.7,5.1,0
12,2,236,2,0,19.7,49.8,1
2,0,0,0,0,30.9,0.0,0
10,0,85,0,1,21.4,21.4,0
23,3,133,0,0,26.5,26.8,0
5,2,65,2,0,18.7,10.4,0
7,5,170,0,0,29.0,37.9,0
8,3,329,0,0,35.7,67.4,1
20,6,128,0,0,25.6,23.0,0
17,6,301,2,0,28.0,59.8,1
5,0,46,0,0,35.9,6.6,0
1,6,3,0,0,33.3,0.0,0
3,1,30,0,0,34.3,8.8,0
7,4,308,1,0,25.1,67.3,1
7,4,437,1,0,25.2,83.2,2
22,5,92,0,0,20.8,20.0,0
17,2,348,0,0,19.1,67.6,1
0,4,9,0,0,30.3,0.3,0
22,1,60,1,0,24.5,10.2,0
18,5,309,1,0,34.9,59.7,1
11,5,107,0,0,20.0,21.7,0
4,1,31,0,0,30.8,3.7,0
5,5,44,0,0,36.6,9.5,0
7,5,317,0,0,24.1,63.4,1
4,1,46,2,0,37.0,8.5,0
1,1,36,2,0,37.4,4.5,0
18,0,262,0,0,32.9,50.7,1
10,1,210,3,0,34.4,44.3,0
0,2,36,0,0,25.0,8.7,0
23,0,42,0,1,26.4,5.5,0
15,3,191,0,0,34.6,38.5,0
5,3,22,1,0,23.9,6.7,0
3,0,19,2,0,21.2,0.0,0
2,2,8,0,0,27.7,3.2,0
20,1,127,0,0,19.1,23.4,0
6,3,150,1,0,32.6,31.7,0
9,1,314,0,0,29.0,60.5,1
1,2,34,0,1,34.5,1.4,0
15,1,80,0,0,30.8,11.1,0
3,2,1,0,0,35.9,0.3,0
20,4,105,0,0,25.6,21.8,0
1,2,19,0,0,34.7,1.1,0
4,6,34,0,0,31.4,8.4,0
18,1,413,1,0,34.4,77.6,2
21,6,94,0,0,22.7,18.7,0
12,6,182,0,0,36.0,33.5,0
4,0,3,0,0,37.0,0.0,0
6,1,60,0,1,31.7,12.1,0
4,6,0,0,0,32.5,0.0,0
12,4,147,0,0,23.5,28.2,0
22,4,103,1,0,20.3,23.6,0
18,4,356,3,0,20.0,69.5,1
3,6,18,0,0,24.9,5.9,0
12,5,106,0,0,18.7,18.4,0
4,4,16,0,0,18.8,4.8,0
1,5,17,0,0,25.4,7.1,0
9,2,297,2,0,31.7,52.0,1
9,5,352,1,0,23.4,68.5,1
20,0,187,0,0,34.5,39.1,0
11,6,201,1,0,19.3,39.8,0
4,6,5,2,0,18.6,2.0,0
1,1,1,0,1,25.2,0.0,0
11,6,44,0,0,36.5,9.1,0
11,3,215,0,0,35.4,42.5,0
11,2,85,2,0,33.0,20.5,0
0,3,0,2,1,33.6,0.8,0
20,1,35,0,0,26.2,8.0,0
15,1,132,0,0,18.2,25.2,0
9,5,253,0,0,26.5,49.4,1
14,2,168,0,0,28.4,32.3,0
3,0,38,0,0,34.9,8.8,0
20,4,67,0,0,20.2,12.1,0
8,5,310,0,0,31.1,62.8,1
6,1,153,0,0,19.1,36.8,0
21,1,122,0,0,37.9,27.0,0
12,3,99,0,0,37.9,18.8,0
23,5,130,0,0,33.7,29.1,0
9,6,221,0,0,29.2,43.4,0
15,1,125,1,0,29.2,18.9,0
20,0,158,0,0,35.4,28.6,0
11,2,83,0,0,20.4,11.0,0
18,4,315,0,0,35.8,61.9,1
21,3,76,0,0,35.4,15.3,0
6,2,156,0,0,36.1,36.2,0
10,6,104,1,0,27.8,21.8,0
20,0,53,0,1,33.2,9.9,0
5,3,55,1,0,20.6,13.5,0
13,3,178,0,0,18.1,29.0,0
23,2,214,2,0,33.1,43.5,0
0,5,7,1,1,22.5,3.5,0
4,0,1,0,0,21.3,0.0,0
9,3,363,0,0,24.8,76.0,2
10,3,134,0,0,37.0,27.8,0
7,1,362,0,0,32.7,71.2,2
5,0,36,0,0,18.7,9.1,0
17,4,200,3,1,31.2,46.8,1
1,5,22,0,0,20.5,4.8,0
22,1,143,0,0,18.2,29.3,0
21,4,88,0,0,20.7,16.2,0
23,4,118,0,0,20.1,21.1,0
6,6,129,0,0,22.0,28.0,0
5,0,37,2,0,31.8,4.8,0
7,0,149,0,1,20.2,30.0,0
4,0,10,0,0,32.5,0.6,0
14,2,58,0,0,34.3,13.0,0
11,6,34,0,0,20.3,7.8,0
4,5,30,0,0,35.9,8.8,0
23,0,161,0,0,20.3,30.7,0
8,6,364,2,0,34.0,72.2,2
3,1,0,0,0,36.8,0.0,0
13,4,149,0,0,26.8,28.5,0
19,0,289,2,0,32.5,58.9,1
15,0,110,0,0,19.3,24.3,0
22,6,209,1,0,29.5,39.4,0
21,6,68,0,0,32.0,16.0,0
21,5,116,0,0,31.5,26.8,0
17,4,331,0,0,21.1,67.4,1
5,0,0,0,0,24.6,5.6,0
16,1,79,0,0,34.3,13.5,0
14,6,99,0,0,28.0,16.7,0
15,5,175,0,0,26.2,30.7,0
0,6,26,0,0,30.4,9.1,0
17,1,207,0,0,24.8,43.4,0
14,2,151,0,0,27.5,30.0,0
3,0,38,0,0,24.8,8.4,0
17,4,314,0,0,35.9,59.4,1
22,5,72,0,0,30.2,20.7,0
12,1,106,1,0,32.3,21.6,0
1,5,31,0,0,33.4,6.5,0
21,4,168,0,0,28.0,35.8,0
17,3,262,0,0,28.2,53.8,1
5,5,32,0,0,31.2,7.1,0
16,3,110,0,0,31.9,19.6,0
12,2,173,0,0,20.7,36.0,0
22,5,156,1,0,29.0,36.0,0
20,1,126,0,0,23.8,29.2,0
22,5,101,0,0,28.8,24.3,0
11,4,170,0,0,31.3,32.5,0
9,6,243,0,0,20.1,46.1,1
1,5,11,0,0,33.7,2.0,0
4,6,22,1,0,22.1,4.6,0
11,6,158,0,0,31.5,34.6,0
23,5,90,0,0,33.7,13.7,0
12,3,231,1,0,31.7,50.8,1
0,5,18,0,0,33.6,3.3,0
20,5,78,0,0,29.8,14.5,0
9,3,256,0,0,21.7,48.2,1
3,3,21,0,1,23.3,0.0,0
8,0,310,1,0,21.1,64.5,1
19,0,288,0,0,34.9,57.8,1
18,4,323,1,0,24.4,60.7,1
16,0,138,0,0,28.9,23.7,0
11,1,118,0,0,24.6,22.6,0
19,4,346,0,0,33.0,74.2,2
3,5,28,0,0,30.8,5.1,0
1,5,9,0,0,33.9,0.0,0
8,4,400,0,0,28.3,79.3,2
16,6,84,0,0,23.9,16.1,0
16,0,201,0,0,37.1,32.1,0
0,5,42,0,0,33.5,8.3,0
3,1,70,1,0,37.5,13.3,0
20,6,185,1,0,21.1,38.8,0
1,0,20,0,0,23.0,9.5,0
7,2,261,0,0,26.1,55.6,1
12,5,70,0,0,32.4,13.4,0
1,5,14,0,0,28.1,0.1,0
19,0,423,2,0,25.6,92.3,2
15,1,187,0,0,25.8,37.6,0
20,1,154,2,0,37.3,30.8,0
17,6,303,0,0,18.1,60.6,1
17,4,387,0,0,33.0,78.0,2
6,3,110,2,0,20.8,21.6,0
19,6,278,0,0,31.4,54.3,1
17,3,250,0,0,31.4,48.4,1
6,5,128,3,0,25.1,25.6,0
9,4,303,0,0,27.7,59.0,1
21,2,137,0,0,29.3,25.3,0
5,0,60,1,0,32.2,12.3,0
8,6,281,0,0,24.6,55.6,1
14,2,67,0,0,20.2,17.9,0
4,4,43,1,0,30.5,0.6,0
0,6,35,0,0,29.6,9.9,0
6,0,159,0,0,38.0,35.5,0
11,3,149,1,0,32.7,23.6,0
14,4,130,0,0,28.0,25.0,0
21,1,210,0,0,21.2,40.9,0
21,6,140,1,0,27.7,24.5,0
7,6,172,0,0,25.4,32.6,0
16,6,36,0,0,27.1,4.5,0
20,2,176,3,0,30.7,40.5,0
18,4,334,0,0,25.6,69.6,1
16,2,170,2,0,28.3,37.8,0
15,6,79,0,0,28.0,17.7,0
5,1,1,0,0,22.2,0.0,0
11,4,121,0,0,22.6,22.6,0
15,5,115,0,0,21.2,24.4,0
7,0,313,0,0,20.7,58.9,1
18,1,321,0,0,21.6,66.3,1
18,5,106,1,1,31.2,20.7,0
6,3,112,0,0,27.6,21.3,0
19,1,490,1,0,21.6,100.0,2
8,1,335,0,0,27.1,68.3,1
7,3,335,0,0,22.0,65.9,1
4,4,16,0,0,30.3,6.7,0
16,6,142,0,0,20.6,25.8,0
21,5,163,0,0,35.5,34.2,0
7,6,442,1,0,25.0,85.0,2
3,3,3,0,0,22.7,0.0,0
